panel,kx_rhoi,code,t_vti_over_a,response
a,0.05,GENE,3293.5,0.011786600496277888
a,0.05,GENE,3297.0,0.011786600496277888
a,0.05,GENE,3300.5,0.011786600496277888
a,0.05,GENE,3304.0,0.011786600496277888
a,0.05,GENE,3307.5,0.011786600496277888
a,0.05,GENE,3311.0,0.011786600496277888
a,0.05,GENE,3314.5,0.011786600496277888
a,0.05,GENE,3318.0,0.011786600496277888
a,0.05,GENE,3321.5,0.011786600496277888
a,0.05,GENE,3325.0,0.011786600496277888
a,0.05,GENE,3328.5,0.011786600496277888
a,0.05,GENE,3332.0,0.011786600496277888
a,0.05,GENE,3335.5,0.011786600496277888
a,0.05,GENE,3339.0,0.011786600496277888
a,0.05,GENE,3342.5,0.011786600496277888
a,0.05,GENE,3346.0,0.011786600496277888
a,0.05,GENE,3349.5,0.011786600496277888
a,0.05,GENE,3353.0,0.011786600496277888
a,0.05,GENE,3356.5,0.011786600496277888
a,0.05,GENE,3360.0,0.011786600496277888
a,0.05,GENE,3363.5,0.011786600496277888
a,0.05,GENE,3367.0,0.011786600496277888
a,0.05,GENE,3370.5,0.011734491315136299
a,0.05,GENE,3374.0,0.010327543424317565
a,0.05,GENE,3377.5,0.008920595533498733
a,0.05,GENE,3381.0,0.008064516129032251
a,0.05,GENE,3384.5,0.008064516129032251
a,0.05,GENE,3388.0,0.008064516129032251
a,0.05,GENE,3391.5,0.008064516129032251
a,0.05,GENE,3395.0,0.008064516129032251
a,0.05,GENE,3398.5,0.008064516129032251
a,0.05,GENE,3402.0,0.008064516129032251
a,0.05,GENE,3405.5,0.008064516129032251
a,0.05,GENE,3409.0,0.008064516129032251
a,0.05,GENE,3412.5,0.008064516129032251
a,0.05,GENE,3416.0,0.008064516129032251
a,0.05,GENE,3419.5,0.006925558312655052
a,0.05,GENE,3423.0,0.00551861042183625
a,0.05,GENE,3426.5,0.004342431761786614
a,0.05,GENE,3430.0,0.004342431761786614
a,0.05,GENE,3433.5,0.005526054590570699
a,0.05,GENE,3437.0,0.005911662531017267
a,0.05,GENE,3440.5,0.005348883374689724
a,0.05,GENE,3444.0,0.004786104218362181
a,0.05,GENE,3447.5,0.004223325062034638
a,0.05,GENE,3451.0,0.003660545905707095
a,0.05,GENE,3454.5,0.0030977667493795524
a,0.05,GENE,3458.0,0.0025349875930520092
a,0.05,GENE,3461.5,0.001972208436724466
a,0.05,GENE,3465.0,0.0014094292803969231
a,0.05,GENE,3468.5,0.0008466501240693801
a,0.05,GENE,3472.0,0.000283870967741837
a,0.05,GENE,3475.5,-0.000278908188585706
a,0.05,GENE,3479.0,-0.000841687344913249
a,0.05,GENE,3482.5,-1.240694789074764e-05
a,0.05,GENE,3486.0,0.004208436724565536
a,0.05,GENE,3489.5,0.004342431761786614
a,0.05,GENE,3493.0,0.004342431761786614
a,0.05,GENE,3496.5,0.004342431761786614
a,0.05,GENE,3500.0,0.004342431761786614
b,0.07,stella,0.0,0.8846153846153846
b,0.07,stella,2.0,0.8846153846153846
b,0.07,stella,4.0,0.8617468982630273
b,0.07,stella,6.0,0.8399503722084367
b,0.07,stella,8.0,0.8385210918114143
b,0.07,stella,10.0,0.7934987593052109
b,0.07,stella,12.0,0.726531017369727
b,0.07,stella,14.0,0.6799007444168734
b,0.07,stella,16.0,0.6790967741935483
b,0.07,stella,18.0,0.6664342431761786
b,0.07,stella,20.0,0.663151364764268
b,0.07,stella,22.0,0.663151364764268
b,0.07,stella,24.0,0.6585955334987592
b,0.07,stella,26.0,0.610759305210918
b,0.07,stella,28.0,0.5998759305210918
b,0.07,stella,30.0,0.5992431761786601
b,0.07,stella,32.0,0.5993548387096774
b,0.07,stella,34.0,0.6099069478908188
b,0.07,stella,36.0,0.6204590570719603
b,0.07,stella,38.0,0.6259305210918114
b,0.07,stella,40.0,0.6257071960297766
b,0.07,stella,42.0,0.6243002481389579
b,0.07,stella,44.0,0.6228933002481389
b,0.07,stella,46.0,0.6063225806451612
b,0.07,stella,48.0,0.5804615384615384
b,0.07,stella,50.0,0.5762406947890819
b,0.07,stella,52.0,0.5720198511166253
b,0.07,stella,54.0,0.5716327543424318
b,0.07,stella,56.0,0.5744466501240695
b,0.07,stella,58.0,0.5772605459057072
b,0.07,stella,60.0,0.5724813895781637
b,0.07,stella,62.0,0.5684764267990075
b,0.07,stella,64.0,0.5649478908188585
b,0.07,stella,66.0,0.5593200992555831
b,0.07,stella,68.0,0.5274888337468983
b,0.07,stella,70.0,0.4937220843672457
b,0.07,stella,72.0,0.46879900744416875
b,0.07,stella,74.0,0.46598511166253104
b,0.07,stella,76.0,0.46317121588089327
b,0.07,stella,78.0,0.4630595533498759
b,0.07,stella,80.0,0.46401985111662536
b,0.07,stella,82.0,0.46401985111662536
b,0.07,stella,84.0,0.4612208436724566
b,0.07,stella,86.0,0.4574615384615384
b,0.07,stella,88.0,0.4537320099255583
b,0.07,stella,90.0,0.45080645161290317
b,0.07,stella,92.0,0.44377171215880884
b,0.07,stella,94.0,0.43673697270471457
b,0.07,stella,96.0,0.42916625310173695
b,0.07,stella,98.0,0.4204789081885856
b,0.07,stella,100.0,0.40781637717121577
b,0.07,stella,102.0,0.3785980148883373
b,0.07,stella,104.0,0.35794044665012414
b,0.07,stella,106.0,0.3578138957816378
b,0.07,stella,108.0,0.35640694789081884
b,0.07,stella,110.0,0.35392059553349875
b,0.07,stella,112.0,0.35048138957816377
b,0.07,stella,114.0,0.3460893300248139
b,0.07,stella,116.0,0.34046153846153837
b,0.07,stella,118.0,0.33146153846153836
b,0.07,stella,120.0,0.32228287841191056
b,0.07,stella,122.0,0.31340942928039695
b,0.07,stella,124.0,0.30215384615384605
b,0.07,stella,126.0,0.2897295285359801
b,0.07,stella,128.0,0.275637717121588
b,0.07,stella,130.0,0.26094292803970226
b,0.07,stella,132.0,0.24968734491315148
b,0.07,stella,134.0,0.2444987593052109
b,0.07,stella,136.0,0.24027791563275427
b,0.07,stella,138.0,0.2357518610421836
b,0.07,stella,140.0,0.23012406947890815
b,0.07,stella,142.0,0.22072208436724564
b,0.07,stella,144.0,0.2116774193548387
b,0.07,stella,146.0,0.20288585607940446
b,0.07,stella,148.0,0.19303722084367245
b,0.07,stella,150.0,0.18318858560794038
b,0.07,stella,152.0,0.16994540942928035
b,0.07,stella,154.0,0.15565260545905713
b,0.07,stella,156.0,0.14439702233250618
b,0.07,stella,158.0,0.13718362282878419
b,0.07,stella,160.0,0.13193548387096773
b,0.07,stella,162.0,0.12683622828784108
b,0.07,stella,164.0,0.11980148883374685
b,0.07,stella,166.0,0.11137468982630269
b,0.07,stella,168.0,0.10199503722084363
b,0.07,stella,170.0,0.09263027295285357
b,0.07,stella,172.0,0.08418858560794043
b,0.07,stella,174.0,0.07574689826302727
b,0.07,stella,176.0,0.06730521091811413
b,0.07,stella,178.0,0.057277915632754285
b,0.07,stella,180.0,0.0449131513647642
b,0.07,stella,182.0,0.037878411910669985
b,0.07,stella,184.0,0.029816377171215845
b,0.07,stella,186.0,0.022521091811414363
b,0.07,stella,188.0,0.016655086848635238
b,0.07,stella,190.0,0.008213399503721918
b,0.07,stella,192.0,0.0019156327543423054
b,0.07,stella,194.0,-0.004947890818858664
b,0.07,stella,196.0,-0.013389578163771804
b,0.07,stella,198.0,-0.021831265508684864
b,0.07,stella,200.0,-0.02803970223325072
b,0.07,stella,202.0,-0.03433002481389599
b,0.07,stella,204.0,-0.04136476426799028
b,0.07,stella,206.0,-0.048399503722084486
b,0.07,stella,208.0,-0.05427295285359805
b,0.07,stella,210.0,-0.06060794044665018
b,0.07,stella,212.0,-0.06738957816377181
b,0.07,stella,214.0,-0.07301736972704718
b,0.07,stella,216.0,-0.0786451612903226
b,0.07,stella,218.0,-0.08352109181141433
b,0.07,stella,220.0,-0.08833746898263013
b,0.07,stella,222.0,-0.09537220843672452
b,0.07,stella,224.0,-0.10115632754342435
b,0.07,stella,226.0,-0.10678411910669984
b,0.07,stella,228.0,-0.11172704714640203
b,0.07,stella,230.0,-0.11454094292803972
b,0.07,stella,232.0,-0.11994540942928042
b,0.07,stella,234.0,-0.12473200992555834
b,0.07,stella,236.0,-0.1293399503722085
b,0.07,stella,238.0,-0.13496774193548394
b,0.07,stella,240.0,-0.13791563275434243
b,0.07,stella,242.0,-0.14161538461538467
b,0.07,stella,244.0,-0.14583622828784132
b,0.07,stella,246.0,-0.1500570719602979
b,0.07,stella,248.0,-0.1528933002481391
b,0.07,stella,250.0,-0.15663771712158814
b,0.07,stella,252.0,-0.16085856079404465
b,0.07,stella,254.0,-0.16503473945409436
b,0.07,stella,256.0,-0.16644168734491313
b,0.07,stella,258.0,-0.16882382133995033
b,0.07,stella,260.0,-0.171637717121588
b,0.07,stella,262.0,-0.17445161290322567
b,0.07,stella,264.0,-0.17726550868486357
b,0.07,stella,266.0,-0.18007940446650134
b,0.07,stella,268.0,-0.18232754342431767
b,0.07,stella,270.0,-0.18384615384615383
b,0.07,stella,272.0,-0.18666004962779148
b,0.07,stella,274.0,-0.1894739454094293
b,0.07,stella,276.0,-0.19106699751861056
b,0.07,stella,278.0,-0.19122332506203488
b,0.07,stella,280.0,-0.19263027295285365
b,0.07,stella,282.0,-0.1940372208436724
b,0.07,stella,284.0,-0.19544416873449125
b,0.07,stella,286.0,-0.1966501240694789
b,0.07,stella,288.0,-0.1966501240694789
b,0.07,stella,290.0,-0.1966501240694789
b,0.07,stella,292.0,-0.1966501240694789
b,0.07,stella,294.0,-0.1971414392059553
b,0.07,stella,296.0,-0.19995533498759302
b,0.07,stella,298.0,-0.20037220843672454
b,0.07,stella,300.0,-0.20037220843672454
b,0.07,stella,302.0,-0.2000818858560794
b,0.07,stella,304.0,-0.19867493796526065
b,0.07,stella,306.0,-0.19726799007444173
b,0.07,stella,308.0,-0.1966501240694789
b,0.07,stella,310.0,-0.1966501240694789
b,0.07,stella,312.0,-0.1966501240694789
b,0.07,stella,314.0,-0.1966501240694789
b,0.07,stella,316.0,-0.19498263027295287
b,0.07,stella,318.0,-0.19292803970223327
b,0.07,stella,320.0,-0.19292803970223327
b,0.07,stella,322.0,-0.1915955334987594
b,0.07,stella,324.0,-0.1884317617866006
b,0.07,stella,326.0,-0.18463523573201002
b,0.07,stella,328.0,-0.1818213399503723
b,0.07,stella,330.0,-0.17900744416873457
b,0.07,stella,332.0,-0.17619354838709675
b,0.07,stella,334.0,-0.17337965260545896
b,0.07,stella,336.0,-0.1705657568238213
b,0.07,stella,338.0,-0.16775186104218356
b,0.07,stella,340.0,-0.16493796526054597
b,0.07,stella,342.0,-0.16161042183622837
b,0.07,stella,344.0,-0.1574491315136475
b,0.07,stella,346.0,-0.15463523573201002
b,0.07,stella,348.0,-0.15199007444168747
b,0.07,stella,350.0,-0.1494106699751862
b,0.07,stella,352.0,-0.14683126550868492
b,0.07,stella,354.0,-0.14425186104218365
b,0.07,stella,356.0,-0.1416724565756824
b,0.07,stella,358.0,-0.1390930521091811
b,0.07,stella,360.0,-0.13651364764267984
b,0.07,stella,362.0,-0.13393424317617855
b,0.07,stella,364.0,-0.13227295285359797
b,0.07,stella,366.0,-0.13151364764267992
b,0.07,stella,368.0,-0.13151364764267992
b,0.07,stella,370.0,-0.13151364764267992
b,0.07,stella,372.0,-0.1292208436724566
b,0.07,stella,374.0,-0.12640694789081888
b,0.07,stella,376.0,-0.1238312655086849
b,0.07,stella,378.0,-0.12242431761786599
b,0.07,stella,380.0,-0.12220843672456572
b,0.07,stella,382.0,-0.12220843672456572
b,0.07,stella,384.0,-0.12164267990074437
b,0.07,stella,386.0,-0.11882878411910666
b,0.07,stella,388.0,-0.11477915632754337
b,0.07,stella,390.0,-0.11133995037220834
b,0.07,stella,392.0,-0.10819851116625297
b,0.07,stella,394.0,-0.10397766749379657
b,0.07,stella,396.0,-0.09975682382133993
b,0.07,stella,398.0,-0.09553598014888343
b,0.07,stella,400.0,-0.09131513647642689
b,0.07,stella,402.0,-0.08709429280396996
b,0.07,stella,404.0,-0.08419851116625307
b,0.07,stella,406.0,-0.07964267990074447
b,0.07,stella,408.0,-0.07484863523573206
b,0.07,stella,410.0,-0.07203473945409423
b,0.07,stella,412.0,-0.06785111662531013
b,0.07,stella,414.0,-0.060883374689826276
b,0.07,stella,416.0,-0.05382630272952861
b,0.07,stella,418.0,-0.04960545905707195
b,0.07,stella,420.0,-0.045384615384615384
b,0.07,stella,422.0,-0.04212406947890824
b,0.07,stella,424.0,-0.038803970223325095
b,0.07,stella,426.0,-0.034635235732009814
b,0.07,stella,428.0,-0.031821339950372264
b,0.07,stella,430.0,-0.030012406947890896
b,0.07,stella,432.0,-0.026952853598014942
b,0.07,stella,434.0,-0.021518610421836237
b,0.07,stella,436.0,-0.01870471464019858
b,0.07,stella,438.0,-0.01484119106699754
b,0.07,stella,440.0,-0.011215880893300258
b,0.07,stella,442.0,-0.00811910669975195
b,0.07,stella,444.0,-0.002491315136476396
b,0.07,stella,446.0,0.000947890818858639
b,0.07,stella,448.0,0.003761786600496338
b,0.07,stella,450.0,0.006947890818858503
b,0.07,stella,452.0,0.012575682382133984
b,0.07,stella,454.0,0.015925558312655172
b,0.07,stella,456.0,0.018739454094292847
b,0.07,stella,458.0,0.021784119106699702
b,0.07,stella,460.0,0.026004962779156447
b,0.07,stella,462.0,0.0302258064516129
b,0.07,stella,464.0,0.03371712158808934
b,0.07,stella,466.0,0.036531017369727144
b,0.07,stella,468.0,0.039344913151364715
b,0.07,stella,470.0,0.04215880893300241
b,0.07,stella,472.0,0.04497270471464014
b,0.07,stella,474.0,0.04810669975186101
b,0.07,stella,476.0,0.05232754342431767
b,0.07,stella,478.0,0.05527543424317616
b,0.07,stella,480.0,0.058089330024813896
b,0.07,stella,482.0,0.06090322580645168
b,0.07,stella,484.0,0.06371712158808943
b,0.07,stella,486.0,0.06653101736972704
b,0.07,stella,488.0,0.06934491315136473
b,0.07,stella,490.0,0.07174937965260546
b,0.07,stella,492.0,0.07315632754342441
b,0.07,stella,494.0,0.07456327543424324
b,0.07,stella,496.0,0.07687841191067005
b,0.07,stella,498.0,0.07969230769230776
b,0.07,stella,500.0,0.08250620347394533
b,0.07,stella,502.0,0.08391315136476424
b,0.07,stella,504.0,0.08627295285359803
b,0.07,stella,506.0,0.08908684863523576
b,0.07,stella,508.0,0.0918560794044664
b,0.07,stella,510.0,0.09326302729528531
b,0.07,stella,512.0,0.09466997518610419
b,0.07,stella,514.0,0.09662034739454092
b,0.07,stella,516.0,0.09925558312655092
b,0.07,stella,518.0,0.09925558312655092
b,0.07,stella,520.0,0.1013399503722085
b,0.07,stella,522.0,0.10356575682382133
b,0.07,stella,524.0,0.10497270471464008
b,0.07,stella,526.0,0.106379652605459
b,0.07,stella,528.0,0.10778660049627789
b,0.07,stella,530.0,0.10919354838709677
b,0.07,stella,532.0,0.11060049627791567
b,0.07,stella,534.0,0.11200744416873458
b,0.07,stella,536.0,0.11341439205955335
b,0.07,stella,538.0,0.1148213399503722
b,0.07,stella,540.0,0.1160049627791564
b,0.07,stella,542.0,0.1160049627791564
b,0.07,stella,544.0,0.11718114143920592
b,0.07,stella,546.0,0.11858808933002471
b,0.07,stella,548.0,0.11972704714640192
b,0.07,stella,550.0,0.11972704714640192
b,0.07,stella,552.0,0.11972704714640192
b,0.07,stella,554.0,0.12049379652605459
b,0.07,stella,556.0,0.12158808933002485
b,0.07,stella,558.0,0.12158808933002485
b,0.07,stella,560.0,0.12158808933002485
b,0.07,stella,562.0,0.12077667493796523
b,0.07,stella,564.0,0.11972704714640192
b,0.07,stella,566.0,0.11972704714640192
b,0.07,stella,568.0,0.11972704714640192
b,0.07,stella,570.0,0.11972704714640192
b,0.07,stella,572.0,0.11972704714640192
b,0.07,stella,574.0,0.11972704714640192
b,0.07,stella,576.0,0.1183722084367245
b,0.07,stella,578.0,0.1178660049627791
b,0.07,stella,580.0,0.1178660049627791
b,0.07,stella,582.0,0.1178660049627791
b,0.07,stella,584.0,0.11646650124069483
b,0.07,stella,586.0,0.1160049627791564
b,0.07,stella,588.0,0.11551364764267998
b,0.07,stella,590.0,0.11414392059553347
b,0.07,stella,592.0,0.11414392059553347
b,0.07,stella,594.0,0.11315384615384613
b,0.07,stella,596.0,0.11174689826302728
b,0.07,stella,598.0,0.11050372208436725
b,0.07,stella,600.0,0.11191066997518616
b,0.07,stella,602.0,0.11435235732009934
b,0.07,stella,604.0,0.1165856079404467
b,0.07,stella,606.0,0.11773945409429276
b,0.07,stella,608.0,0.11633250620347402
b,0.07,stella,610.0,0.1160049627791564
b,0.07,stella,612.0,0.1160049627791564
b,0.07,stella,614.0,0.11566253101736981
b,0.07,stella,616.0,0.11284863523573203
b,0.07,stella,618.0,0.11228287841191076
b,0.07,stella,620.0,0.11228287841191076
b,0.07,stella,622.0,0.11228287841191076
b,0.07,stella,624.0,0.11228287841191076
b,0.07,stella,626.0,0.11462034739454104
b,0.07,stella,628.0,0.1160049627791564
b,0.07,stella,630.0,0.11548387096774208
b,0.07,stella,632.0,0.11266997518610443
b,0.07,stella,634.0,0.11106947890818863
b,0.07,stella,636.0,0.10966253101736971
b,0.07,stella,638.0,0.10825558312655084
b,0.07,stella,640.0,0.106848635235732
b,0.07,stella,642.0,0.1054416873449131
b,0.07,stella,644.0,0.10323076923076915
b,0.07,stella,646.0,0.10111662531017362
b,0.07,stella,648.0,0.10111662531017362
b,0.07,stella,650.0,0.0985111662531018
b,0.07,stella,652.0,0.0965459057071961
b,0.07,stella,654.0,0.09474441687344917
b,0.07,stella,656.0,0.09193052109181131
b,0.07,stella,658.0,0.09181141439205942
b,0.07,stella,660.0,0.09002481389578158
b,0.07,stella,662.0,0.08765012406947899
b,0.07,stella,664.0,0.08624317617866008
b,0.07,stella,666.0,0.0848362282878412
b,0.07,stella,668.0,0.08342928039702228
b,0.07,stella,670.0,0.08153846153846152
b,0.07,stella,672.0,0.07875434243176187
b,0.07,stella,674.0,0.07734739454094296
b,0.07,stella,676.0,0.07594044665012412
b,0.07,stella,678.0,0.07453349875930529
b,0.07,stella,680.0,0.07305210918114144
b,0.07,stella,682.0,0.0702382133995037
b,0.07,stella,684.0,0.0694789081885856
b,0.07,stella,686.0,0.06833250620347396
b,0.07,stella,688.0,0.06575682382133996
b,0.07,stella,690.0,0.06575682382133996
b,0.07,stella,692.0,0.06361290322580651
b,0.07,stella,694.0,0.06141687344913159
b,0.07,stella,696.0,0.06000992555831274
b,0.07,stella,698.0,0.05860297766749371
b,0.07,stella,700.0,0.05719602977667484
b,0.07,stella,702.0,0.055789081885856046
b,0.07,stella,704.0,0.05438213399503728
b,0.07,stella,706.0,0.052975186104218364
b,0.07,stella,708.0,0.05156823821339954
b,0.07,stella,710.0,0.05016129032258068
b,0.07,stella,712.0,0.048754342431761785
b,0.07,stella,714.0,0.04734739454094296
b,0.07,stella,716.0,0.04473449131513653
b,0.07,stella,718.0,0.043424317617865915
b,0.07,stella,720.0,0.04282878411910649
b,0.07,stella,722.0,0.040014888337468836
b,0.07,stella,724.0,0.03970223325062028
b,0.07,stella,726.0,0.038109181141439206
b,0.07,stella,728.0,0.03563771712158815
b,0.07,stella,730.0,0.034230769230769176
b,0.07,stella,732.0,0.032823821339950335
b,0.07,stella,734.0,0.03141687344913146
b,0.07,stella,736.0,0.03000992555831259
b,0.07,stella,738.0,0.028602977667493847
b,0.07,stella,740.0,0.027196029776674988
b,0.07,stella,742.0,0.025789081885856092
b,0.07,stella,744.0,0.024382133995037206
b,0.07,stella,746.0,0.02297518610421838
b,0.07,stella,748.0,0.021568238213399468
b,0.07,stella,750.0,0.020161290322580572
b,0.07,stella,752.0,0.019230769230769162
b,0.07,stella,754.0,0.019208436724565695
b,0.07,stella,756.0,0.01780148883374695
b,0.07,stella,758.0,0.01639454094292809
b,0.07,stella,760.0,0.014987593052109196
b,0.07,stella,762.0,0.013580645161290329
b,0.07,stella,764.0,0.012173697270471417
b,0.07,stella,766.0,0.010766749379652565
b,0.07,stella,768.0,0.009359801488833737
b,0.07,stella,770.0,0.008064516129032251
b,0.07,stella,772.0,0.008064516129032251
b,0.07,stella,774.0,0.006999999999999928
b,0.07,stella,776.0,0.005593052109181089
b,0.07,stella,778.0,0.004342431761786614
b,0.07,stella,780.0,0.004342431761786614
b,0.07,stella,782.0,0.004342431761786614
b,0.07,stella,784.0,0.0030322580645160417
b,0.07,stella,786.0,0.0006203473945409765
b,0.07,stella,788.0,0.0006203473945409765
b,0.07,stella,790.0,0.0006203473945409765
b,0.07,stella,792.0,-7.940446650123799e-05
b,0.07,stella,794.0,-0.0014863523573201707
b,0.07,stella,796.0,-0.002893300248138915
b,0.07,stella,798.0,-0.0031017369727046606
b,0.07,stella,800.0,-0.0031017369727046606
b,0.07,stella,802.0,-0.0031017369727046606
b,0.07,stella,804.0,-0.0031017369727046606
b,0.07,stella,806.0,-0.005588089330024834
b,0.07,stella,808.0,-0.006823821339950298
b,0.07,stella,810.0,-0.006823821339950298
b,0.07,stella,812.0,-0.006823821339950298
b,0.07,stella,814.0,-0.006823821339950298
b,0.07,stella,816.0,-0.008491315136476364
b,0.07,stella,818.0,-0.010545905707195935
b,0.07,stella,820.0,-0.010545905707195935
b,0.07,stella,822.0,-0.010545905707195935
b,0.07,stella,824.0,-0.010545905707195935
b,0.07,stella,826.0,-0.010545905707195935
b,0.07,stella,828.0,-0.010545905707195935
b,0.07,stella,830.0,-0.010545905707195935
b,0.07,stella,832.0,-0.010545905707195935
b,0.07,stella,834.0,-0.010545905707195935
b,0.07,stella,836.0,-0.010575682382133947
b,0.07,stella,838.0,-0.013389578163771771
b,0.07,stella,840.0,-0.014267990074441794
b,0.07,stella,842.0,-0.014267990074441794
b,0.07,stella,844.0,-0.014267990074441794
b,0.07,stella,846.0,-0.014267990074441794
b,0.07,stella,848.0,-0.014267990074441794
b,0.07,stella,850.0,-0.013709677419354891
b,0.07,stella,852.0,-0.012406947890818865
b,0.07,stella,854.0,-0.012406947890818865
b,0.07,stella,856.0,-0.012406947890818865
b,0.07,stella,858.0,-0.012406947890818865
b,0.07,stella,860.0,-0.012406947890818865
b,0.07,stella,862.0,-0.012406947890818865
b,0.07,stella,864.0,-0.012406947890818865
b,0.07,stella,866.0,-0.011759305210918055
b,0.07,stella,868.0,-0.010545905707195935
b,0.07,stella,870.0,-0.010545905707195935
b,0.07,stella,872.0,-0.010545905707195935
b,0.07,stella,874.0,-0.010545905707195935
b,0.07,stella,876.0,-0.01030769230769225
b,0.07,stella,878.0,-0.008900744416873444
b,0.07,stella,880.0,-0.008684863523573227
b,0.07,stella,882.0,-0.008684863523573227
b,0.07,stella,884.0,-0.008401985111662572
b,0.07,stella,886.0,-0.0069950372208435994
b,0.07,stella,888.0,-0.006823821339950298
b,0.07,stella,890.0,-0.006823821339950298
b,0.07,stella,892.0,-0.006168734491315012
b,0.07,stella,894.0,-0.0033548387096773557
b,0.07,stella,896.0,-0.0031017369727046606
b,0.07,stella,898.0,-0.0031017369727046606
b,0.07,stella,900.0,-0.0034739454094292626
b,0.07,stella,902.0,-0.004880893300248174
b,0.07,stella,904.0,-0.008937965260545763
b,0.07,stella,906.0,-0.010545905707195935
b,0.07,stella,908.0,-0.010545905707195935
b,0.07,stella,910.0,-0.010545905707195935
b,0.07,stella,912.0,-0.010545905707195935
b,0.07,stella,914.0,-0.008714640198511047
b,0.07,stella,916.0,-0.006823821339950298
b,0.07,stella,918.0,-0.006823821339950298
b,0.07,stella,920.0,-0.006823821339950298
b,0.07,stella,922.0,-0.006823821339950298
b,0.07,stella,924.0,-0.007836228287841078
b,0.07,stella,926.0,-0.010702233250620143
b,0.07,stella,928.0,-0.014923076923076893
b,0.07,stella,930.0,-0.015459057071960281
b,0.07,stella,932.0,-0.014521091811414382
b,0.07,stella,934.0,-0.013583126550868484
b,0.07,stella,936.0,-0.012645161290322584
b,0.07,stella,938.0,-0.012406947890818865
b,0.07,stella,940.0,-0.01181141439205954
b,0.07,stella,942.0,-0.010545905707195935
b,0.07,stella,944.0,-0.010545905707195935
b,0.07,stella,946.0,-0.00945161290322581
b,0.07,stella,948.0,-0.008684863523573227
b,0.07,stella,950.0,-0.008498759305210919
b,0.07,stella,952.0,-0.007091811414391946
b,0.07,stella,954.0,-0.006823821339950298
b,0.07,stella,956.0,-0.006823821339950298
b,0.07,stella,958.0,-0.0063622828784118445
b,0.07,stella,960.0,-0.003548387096774188
b,0.07,stella,962.0,-0.0031017369727046606
b,0.07,stella,964.0,-0.0031017369727046606
b,0.07,stella,966.0,-0.0028263027295285137
b,0.07,stella,968.0,-0.0014193548387097694
b,0.07,stella,970.0,-0.001240694789081953
b,0.07,stella,972.0,0.0003076923076923871
b,0.07,stella,974.0,0.002481389578163906
b,0.07,stella,976.0,0.002481389578163906
b,0.07,stella,978.0,0.002481389578163906
b,0.07,stella,980.0,0.0033002481389578847
b,0.07,stella,982.0,0.004707196029776645
b,0.07,stella,984.0,0.0061141439205954495
b,0.07,stella,986.0,0.008838709677419308
b,0.07,stella,988.0,0.010789081885856033
b,0.07,stella,990.0,0.011786600496277888
b,0.07,stella,992.0,0.011786600496277888
b,0.07,stella,994.0,0.011786600496277888
b,0.07,stella,996.0,0.011786600496277888
b,0.07,stella,998.0,0.01269478908188587
b,0.07,stella,1000.0,0.015508684863523525
b,0.07,stella,1002.0,0.015508684863523525
b,0.07,stella,1004.0,0.015508684863523525
b,0.07,stella,1006.0,0.015009925558312686
b,0.07,stella,1008.0,0.013602977667493878
b,0.07,stella,1010.0,0.012196029776674966
b,0.07,stella,1012.0,0.013781637717121523
b,0.07,stella,1014.0,0.015508684863523525
b,0.07,stella,1016.0,0.015508684863523525
b,0.07,stella,1018.0,0.015508684863523525
b,0.07,stella,1020.0,0.015508684863523525
b,0.07,stella,1022.0,0.01668486352357318
b,0.07,stella,1024.0,0.019230769230769162
b,0.07,stella,1026.0,0.019230769230769162
b,0.07,stella,1028.0,0.019230769230769162
b,0.07,stella,1030.0,0.019230769230769162
b,0.07,stella,1032.0,0.019409429280396916
b,0.07,stella,1034.0,0.020816377171215806
b,0.07,stella,1036.0,0.02222332506203476
b,0.07,stella,1038.0,0.02295285359801491
b,0.07,stella,1040.0,0.02295285359801491
b,0.07,stella,1042.0,0.02295285359801491
b,0.07,stella,1044.0,0.02295285359801491
b,0.07,stella,1046.0,0.02295285359801491
b,0.07,stella,1048.0,0.02295285359801491
b,0.07,stella,1050.0,0.02295285359801491
b,0.07,stella,1052.0,0.02295285359801491
b,0.07,stella,1054.0,0.02371960297766741
b,0.07,stella,1056.0,0.02481389578163773
b,0.07,stella,1058.0,0.02481389578163773
b,0.07,stella,1060.0,0.02481389578163773
b,0.07,stella,1062.0,0.02481389578163773
b,0.07,stella,1064.0,0.025885856079404718
b,0.07,stella,1066.0,0.0301066997518613
b,0.07,stella,1068.0,0.030397022332506074
b,0.07,stella,1070.0,0.030397022332506074
b,0.07,stella,1072.0,0.03079900744416867
b,0.07,stella,1074.0,0.032205955334987525
b,0.07,stella,1076.0,0.03361290322580641
b,0.07,stella,1078.0,0.03411910669975182
b,0.07,stella,1080.0,0.03411910669975182
b,0.07,stella,1082.0,0.03411910669975182
b,0.07,stella,1084.0,0.03411910669975182
b,0.07,stella,1086.0,0.03411910669975182
b,0.07,stella,1088.0,0.032645161290322494
b,0.07,stella,1090.0,0.028535980148883366
b,0.07,stella,1092.0,0.028535980148883366
b,0.07,stella,1094.0,0.028535980148883366
b,0.07,stella,1096.0,0.0290719602977666
b,0.07,stella,1098.0,0.030397022332506074
b,0.07,stella,1100.0,0.030397022332506074
b,0.07,stella,1102.0,0.030397022332506074
b,0.07,stella,1104.0,0.030397022332506074
b,0.07,stella,1106.0,0.030397022332506074
b,0.07,stella,1108.0,0.030397022332506074
b,0.07,stella,1110.0,0.029317617866004838
